,Kernel,Average False Confidence Before Retraining,Attack,batch_size,eps,eps_step,max_iter,name
1103,poly,0.5775421184615787,"{'batch_size': 10, 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.1,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1104,poly,0.5526868480016656,"{'batch_size': 1, 'eps': 1, 'eps_step': 0.01, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1105,poly,0.5826943913593964,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 100, 'batch_size': 10}",10,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1106,poly,0.562381065525243,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.0001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1107,poly,0.5774311880161617,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 1, 'batch_size': 100}",100,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1108,poly,0.5781787753829574,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1109,poly,0.5566434184138551,"{'batch_size': 10, 'eps': 1, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1110,poly,0.5751853326086855,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.0001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1111,poly,0.5727763114304625,"{'batch_size': 10, 'eps': 1, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1112,poly,0.5572097461496919,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1113,poly,0.5798846138283708,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1114,poly,0.5730785482843619,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 100}",100,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1115,poly,0.5818794767978728,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1116,poly,0.570164371655629,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1117,poly,0.5885485120190128,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.001, 'max_iter': 1000, 'batch_size': 1}",1,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1118,poly,0.5740679669177812,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1119,poly,0.5762131354780624,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1120,poly,0.5702576383284315,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 100}",100,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1121,poly,0.5757615922496553,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 100, 'batch_size': 1}",1,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1122,poly,0.561617159153682,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 100, 'batch_size': 10}",10,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1123,poly,0.5927289009525392,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 1}",1,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1124,poly,0.5764527088859432,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 1}",1,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1125,poly,0.5735672362102119,"{'batch_size': 100, 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1126,poly,0.5734520447986233,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 100}",100,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1127,poly,0.5599143646824654,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1128,poly,0.5744744252948184,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 1}",1,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1129,poly,0.5751910295790035,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1130,poly,0.5742320138144821,"{'batch_size': 10, 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1131,poly,0.5827214359315454,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 100, 'batch_size': 1}",1,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1132,poly,0.5750850023621376,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 1}",1,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1133,poly,0.5599143646824654,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1134,poly,0.5727814257299046,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1135,poly,0.5571762705413068,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1136,poly,0.5612952768976642,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 100, 'batch_size': 100}",100,0.1,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1137,poly,0.5613106151069023,"{'batch_size': 10, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1138,poly,0.5695565742963725,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 100, 'batch_size': 1}",1,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1139,poly,0.5818638963008737,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1140,poly,0.562236025862907,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1141,poly,0.574699668144782,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1142,poly,0.5774540396243486,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1143,poly,0.5738551032859299,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 1}",1,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1144,poly,0.551840202939986,"{'batch_size': 10, 'eps': 1, 'eps_step': 0.0001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,1.0,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1145,poly,0.499463598099297,"{'batch_size': 32, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",32,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1146,poly,0.5571732838768011,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1147,poly,0.5755859550204203,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.01, 'max_iter': 100, 'batch_size': 1}",1,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1148,poly,0.5599143646824654,"{'batch_size': 100, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1149,poly,0.5745993131717423,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 100, 'batch_size': 100}",100,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1150,poly,0.5748914746247137,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 1}",1,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1151,poly,0.5706543437762831,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 10, 'batch_size': 10}",10,0.001,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1152,poly,0.571436591300056,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 1, 'batch_size': 1}",1,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1153,poly,0.5571748777924342,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1154,poly,0.5579912339749835,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1155,poly,0.5798171719846541,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 100, 'batch_size': 10}",10,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1156,poly,0.5810100406488398,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.1, 'max_iter': 100, 'batch_size': 10}",10,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1157,poly,0.5815229324854897,"{'batch_size': 100, 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.1,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1158,poly,0.5674085876426344,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.1, 'max_iter': 100, 'batch_size': 1}",1,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1159,poly,0.5713437609628551,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 1, 'batch_size': 10}",10,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1160,poly,0.5716055558114441,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.1, 'max_iter': 1, 'batch_size': 1}",1,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1161,poly,0.5812115355205362,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 100, 'batch_size': 1}",1,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1162,poly,0.5750875011212088,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1163,poly,0.574681862461961,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1164,poly,0.571502635594248,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 1000, 'batch_size': 1}",1,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1165,poly,0.5555865120573503,"{'batch_size': 10, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1166,poly,0.5811946503238301,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 1}",1,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1167,poly,0.57470048664345,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 100}",100,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1168,poly,0.5801667544521546,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 1000, 'batch_size': 1}",1,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1169,poly,0.5711343574582702,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 1, 'batch_size': 100}",100,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1170,poly,0.5572693889419353,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1171,poly,0.5525040595155616,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1172,poly,0.5704893944089986,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.01, 'max_iter': 1, 'batch_size': 10}",10,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1173,poly,0.5644981896538983,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 100, 'batch_size': 10}",10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1174,poly,0.5599143646824654,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1175,poly,0.5685902366033609,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 100}",100,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1176,poly,0.5718568544180157,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 10, 'batch_size': 100}",100,0.01,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1177,poly,0.5747191199022783,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 100}",100,1.0,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1178,poly,0.5817084844267744,"{'batch_size': 100, 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1179,poly,0.5736130570314867,"{'batch_size': 1, 'eps': 1, 'eps_step': 0.0001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1180,poly,0.5707541745591528,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1181,poly,0.5731010318414913,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 100}",100,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1182,poly,0.568701318589326,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 100, 'batch_size': 1}",1,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1183,poly,0.570836979538399,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1184,poly,0.5698643324745368,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.1, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1185,poly,0.5704760302923112,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.001, 'max_iter': 1, 'batch_size': 10}",10,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1186,poly,0.5747332867488816,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 10, 'batch_size': 1}",1,0.01,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1187,poly,0.5706582819771444,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.1, 'max_iter': 1, 'batch_size': 100}",100,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1188,poly,0.5821857385752947,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.0001, 'max_iter': 100, 'batch_size': 100}",100,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1189,poly,0.520364215021576,"{'batch_size': 1, 'eps': 1, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1190,poly,0.5752398595257509,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1191,poly,0.5885485211900079,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.01, 'max_iter': 100, 'batch_size': 10}",10,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1192,poly,0.5755271556947301,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 100, 'batch_size': 1}",1,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1193,poly,0.5718357536994817,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1194,poly,0.5770172618727398,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 1, 'batch_size': 1}",1,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1195,poly,0.5925995133683875,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 10}",10,0.1,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1196,poly,0.5744878027399988,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.01, 'max_iter': 10, 'batch_size': 10}",10,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1197,poly,0.5788645583267281,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 1, 'batch_size': 10}",10,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1198,poly,0.5613106151069023,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1199,poly,0.5788943800365279,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1200,poly,0.5770234993135442,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 1, 'batch_size': 100}",100,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1201,poly,0.5571589471931494,"{'batch_size': 1, 'eps': 1, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1202,poly,0.5613106151069023,"{'batch_size': 10, 'eps': 1, 'eps_step': 0.01, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,1.0,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1203,poly,0.5707450098639216,"{'batch_size': 1, 'eps': 1, 'eps_step': 0.0001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,1.0,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1204,poly,0.5704576593529974,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 1, 'batch_size': 100}",100,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1205,poly,0.5800677442120239,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 100, 'batch_size': 10}",10,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1206,poly,0.588284203383414,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 1000, 'batch_size': 1}",1,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1207,poly,0.5516407180165936,"{'batch_size': 10, 'eps': 1, 'eps_step': 0.1, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1208,poly,0.5562574168237306,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1209,poly,0.5734376672457092,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 100}",100,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1210,poly,0.5705210574479461,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 1, 'batch_size': 10}",10,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1211,poly,0.5699739362289538,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 1}",1,1.0,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1212,poly,0.5739988756222889,"{'batch_size': 100, 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.1,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1213,poly,0.5557151754900367,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1214,poly,0.5609729550242403,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 10}",10,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1215,poly,0.5613106151069023,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1216,poly,0.5737102987621052,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
